TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
Classe;56.823.028/0001-83;CLASSE ÚNICA DE COTAS DO CLUBE DO VALOR SELEÇÃO CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.823.795/0001-92;RHB CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;2605686.11;12117187.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2605686.11;12117187.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.834.392/0001-49;RAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;45683160.88;0.00;4850304.73;0.00;0.00;0.00;0.00;0.00;0.00;45683160.88;0.00;4850304.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.844.535/0001-01;SARFATY CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;34612226.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34612226.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.844.622/0001-50;TITANIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.883.223/0001-07;LEX CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;5500000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5500000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.886.293/0001-00;ATHENAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7179540.79;0.00;0.00;0.00;85414.55;0.00;0.00;0.00;0.00;7179540.79;0.00;0.00;0.00;85414.55;0.00;0.00;0.00;0.00;0.00
Classe;56.908.218/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FAST FASHION SUPPLY CHAIN;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.912.548/0001-62;W INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3828613.56;0.00;1028196.46;0.00;0.00;351798.30;133117.70;0.00;60106.51;3828613.56;0.00;1028196.46;0.00;0.00;351798.30;133117.70;0.00;60106.51;0.00
Classe;56.924.025/0001-36;ASA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 90 II RESP LIM;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.924.942/0001-10;ASA LP II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIM;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.935.925/0001-89;JGP CRÉDITO HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.936.116/0001-91;FATOR TARKEN FIAGRO;2025-06-30;75152061.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;75152061.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.938.161/0001-85;PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;0.00;7032584.90;22112565.70;13081945.40;272719.70;148927.10;212718.60;1902015.50;124424.00;0.00;7032584.90;22112565.70;13081945.40;272719.70;148927.10;212718.60;1902015.50;124424.00;0.00
Classe;56.944.509/0001-47;LC JUD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.945.961/0001-23;VANTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.963.951/0001-10;AGRO DEFENDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;60075715.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60075715.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.964.123/0001-05;CAVORETTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.971.420/0001-70;ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA;2025-06-30;40982004.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40982004.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.972.378/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PFN MT III RESPONSABILIDADE LIMITADA;2025-06-30;1020944.14;132668621.58;55176894.17;8789196.18;32377.73;444.95;451.23;2818.44;97.37;1020944.14;132668621.58;55176894.17;8789196.18;32377.73;444.95;451.23;2818.44;97.37;0.00
Classe;56.972.917/0001-02;VIP FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;56835.72;37320729.35;19403551.45;31196948.12;17865583.08;3272177.20;241999.60;37399.79;26726.78;56835.72;37320729.35;19403551.45;31196948.12;17865583.08;3272177.20;241999.60;37399.79;26726.78;0.00
Classe;56.973.069/0001-56;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA ABERTO UR;2025-06-30;2609693.76;7252419.52;57836.19;19101.13;4833.76;3.63;2.40;0.00;0.00;2609693.76;7252419.52;57836.19;19101.13;4833.76;3.63;2.40;0.00;0.00;0.00
Classe;56.973.257/0001-84;DOMUS OCTANTE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;42084346.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42084346.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.973.948/0001-88;TORONTO FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;34911813.97;5435570.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34911813.97;5435570.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.975.898/0001-78;ESQUADRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;368144.71;0.00;84766.11;0.00;0.00;0.00;0.00;0.00;0.00;368144.71;0.00;84766.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.977.387/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MP - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.984.405/0001-66;STARKE 90 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.986.018/0001-69;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KANAL;2025-06-30;0.00;0.00;0.00;22924.56;66776.50;14476.06;0.00;0.00;0.00;0.00;0.00;0.00;22924.56;66776.50;14476.06;0.00;0.00;0.00;0.00
Classe;56.992.610/0001-73;VINCI CRÉDITO PORTFÓLIO CDI+ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.993.592/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MAR AZUL - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.008.828/0001-03;KUARÁ GS2 IGSC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;421519.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;421519.89;0.00
Classe;57.017.012/0001-46;MABC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7951301.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7951301.78;0.00
Classe;57.025.352/0001-19;M7 CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESP LIM;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.028.406/0001-08;IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;515315418.50;10101586.20;8786936.70;3147059.40;3656150.50;193626.20;64325.80;54075.80;0.00;515315418.50;10101586.20;8786936.70;3147059.40;3656150.50;193626.20;64325.80;54075.80;0.00
Classe;57.037.064/0001-84;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NMPA - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.041.943/0001-80;CREDICAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;0.00;2606756.20;638918.70;1044826.00;14473629.70;0.00;0.00;0.00;0.00;0.00;2606756.20;638918.70;1044826.00;14473629.70;0.00;0.00;0.00;0.00;0.00
Classe;57.053.395/0001-08;AGROCANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;76471023.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;76471023.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.074.057/0001-52;MOVE BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO;2025-06-30;29569002.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29569002.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.074.997/0001-41;4 ILHAS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;55362861.17;0.00;2978696.63;0.00;0.00;836229.95;62152.99;0.00;114752.74;55362861.17;0.00;2978696.63;0.00;0.00;836229.95;62152.99;0.00;114752.74;0.00
Classe;57.075.945/0001-90;SPILIA INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.076.795/0001-39;ÉXES CARAJÁ FI NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - DIREITOS CREDITÓRIOS RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.088.244/0001-95;CENTRO SUL CONCESSOES FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.088.363/0001-48;NORTE SANEAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.088.482/0001-09;VCA FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.088.975/0001-30;MONTE SIÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;144697131.71;0.00;13318905.13;0.00;0.00;13570173.44;80424.56;0.00;0.00;144697131.71;0.00;13318905.13;0.00;0.00;13570173.44;80424.56;0.00;0.00;0.00
Classe;57.090.601/0001-50;MACCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;43611519.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43611519.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.107.628/0001-08;GTCS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;51919390.04;0.00;69106118.75;0.00;0.00;21559911.84;10367058.17;0.00;65227444.79;51919390.04;0.00;69106118.75;0.00;0.00;21559911.84;10367058.17;0.00;65227444.79;0.00
Classe;57.117.669/0001-85;PAINITE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.127.130/0001-07;HBCJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;9139.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9139.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.131.490/0001-82;PONTO RURAL FIAGRO RESPONSABILIDADE LIMITADA;2025-06-30;94127334.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;94127334.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.133.534/0001-03;JIF INFRA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.139.003/0001-28;IMPACTO ROXO FIDC DE PRECATÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.140.603/0001-06;CORUJA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;17854400.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17854400.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.153.497/0001-03;ITHAKA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.182.268/0001-09;CONECTEPAG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;33124120.18;31782283.45;0.00;0.00;0.00;1061113.96;533711.76;195669.09;0.00;33124120.18;31782283.45;0.00;0.00;0.00;1061113.96;533711.76;195669.09;0.00;18037.75
Classe;57.182.384/0001-28;FUTURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.182.898/0001-83;COPOBRAS FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA RECEBÍVEIS COME;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.183.411/0001-87;SPECIALE PLGN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.185.833/0001-91;PLGN LGCY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.186.320/0001-03;JC LOKI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;48500000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48500000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.187.234/0001-07;CONCEITO INSUMOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - RESP LIMITADA;2025-06-30;57396473.94;0.00;0.00;8550811.97;7838381.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.191.922/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TERRAMAGNA - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.204.749/0001-78;MULTIMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;28499286.73;0.00;2673260.10;0.00;0.00;6806687.24;448375.49;0.00;296326.16;28499286.73;0.00;2673260.10;0.00;0.00;6806687.24;448375.49;0.00;296326.16;0.00
Classe;57.213.448/0001-00;MISSÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;96437798.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;96437798.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.213.492/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CONSÓRCIOS CONSORCIEI III RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.223.832/0001-94;IRLANDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.224.939/0001-57;VCTEX CL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;73989044.38;0.00;0.00;0.00;0.00;0.00;0.00;129.50;0.00;73989044.38;0.00;0.00;0.00;0.00;0.00;0.00;129.50;0.00;0.00
Classe;57.246.541/0001-11;ZTIRAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.251.224/0001-93;FORTE AGRO INSUMOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA;2025-06-30;11069721.62;0.00;0.00;6300.00;21893669.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.258.316/0001-03;CUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS CRÉDITO IMOBILIÁRIO;2025-06-30;0.00;362220.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;362220.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.259.989/0001-70;TRÊS TENTOS FIAGRO RESPONSABILIDADE LIMITADA;2025-06-30;45181283.03;0.00;469545.25;12126977.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.268.846/0001-24;FANGIO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.269.975/0001-37;TERPSÍCORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.270.081/0001-67;HAKKINEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.270.666/0001-87;MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;52220243.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52220243.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.271.402/0001-48;ROOT CAPITAL FIGUEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;76143083.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;76143083.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.283.589/0001-08;AXIOS NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;50787450.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50787450.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.284.265/0001-86;METROPOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;119058238.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;119058238.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.284.621/0001-61;BIAJU FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.300.010/0001-60;LB I FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;8341661.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8341661.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.310.139/0001-59;LC III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;18577384.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18577384.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.325.152/0001-81;MAX 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.325.251/0001-63;ANGICO FIDC SEGMENTO INFRAESTRUTURA E AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA;2025-06-30;892810726.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;892810726.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.326.317/0001-30;LCM ODYSSEY M2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.333.077/0001-09;STORRBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
