TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_QT_COTA;TAB_X_VL_COTA
Classe;46.879.223/0001-71;GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;46.879.223/0001-71;GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;1306596.13162859;994.50684367
Classe;46.879.430/0001-26;MULTIPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;46.879.430/0001-26;MULTIPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;Subclasse Subordinada Subordinada 1 |;70160.24479110;926.82071939
Classe;46.909.301/0001-33;SDG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;46.909.301/0001-33;SDG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;3245.34086986;310304.12523768
Classe;46.930.099/0001-21;BALLANGEN 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;46.930.099/0001-21;BALLANGEN 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;23239.67414240;780.29623776
Classe;46.930.133/0001-68;BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;46.930.133/0001-68;BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;56071.86522861;1209.44945586
Classe;47.046.831/0001-68;MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;25453249.02000000;1.55000000
Classe;47.046.831/0001-68;MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;47.085.610/0001-07;FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.085.610/0001-07;FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;732746.91964325;439.51921531
Classe;47.085.633/0001-03;FUNDO DE CRÉDITO E RECEBÍVEIS - FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.085.633/0001-03;FUNDO DE CRÉDITO E RECEBÍVEIS - FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;3225890.23833410;111.62309728
Classe;47.094.392/0001-69;LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.094.392/0001-69;LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;24727.73188263;44102.22424751
Classe;47.117.579/0001-30;CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;47.117.579/0001-30;CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;184604.84320845;1152.93414398
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;30457.78997399;628.98010612
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 2;22455.04985212;1100.27582226
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 3;1300.00000000;1012.87225385
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;3423.33059934;3384.80527479
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;6143.90588715;436.31486049
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;2799.00027710;1133.64979845
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;300.00000000;1014.89350000
Classe;47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 1;6746.93421697;1026.90808554
Classe;47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;8180.76398124;1451.28814585
Classe;47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;4934.68369658;1219.61026482
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 1;32577.22939366;1108.49557167
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 2;12533.72458050;1029.12235682
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;14558.11656702;1029.59551059
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;4945.85468180;1129.50890582
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;2187.92996337;1023.31627039
Classe;47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;55277.95891836;1106.37475147
Classe;47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 2;6965.02945080;1009.16963520
Classe;47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;7650.77841655;1156.27086139
Classe;47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;7687.86107957;1122.15952405
Classe;47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;40509.87488887;170.66268457
Classe;47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;151029.93215384;0.00000000
Classe;47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;13745.15196914;309.74940179
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Senior Série 1;39968.46902402;487.98453021
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Senior Série 2;79946.78598732;1126.83890124
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Senior Série 3;38915.56601592;1108.39218534
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Senior Série 4;13913.99459987;1100.94058827
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Senior Série 5;100.00000000;1024.74890000
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;22843.08677184;1146.91475113
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;6655.73526513;383.43414489
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;9958.58545912;1143.09071773
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;3243.01707233;1121.61535042
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 4 | Série 1;3363.56135629;1114.29581714
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 5 | Série 1;8915.48241841;1016.10092924
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Senior Série 1;10266.38690351;219.16043114
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Senior Série 2;13156.75523307;1273.91318323
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Senior Série 3;4474.31168803;1176.64695200
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;3385.67511903;1342.43524857
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;3405.84815386;1266.15900510
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;4601.75997758;1328.78615786
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;28737.03110756;893.52301161
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 2;28686.50982671;460.83718758
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 3;28379.18831919;1179.12520590
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 4;7269.68073246;1167.29579500
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 5;18057.21886947;1175.30945842
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 6;3638.89126700;1171.05125911
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 7;10833.03119763;1164.64845894
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 8;22268.06725324;1149.42421086
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 9;39870.85565825;1129.43433685
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 10;79224.16092601;1111.33962065
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 11;30721.50238028;1029.00201197
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;26707.57127899;1457.25652713
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;3483.93168761;1210.18514083
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;3636.45988641;1207.94480270
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;1819.44563350;1286.46297361
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 4 | Série 1;3638.89126700;1211.74814702
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 5 | Série 1;1779.51977514;1176.21684751
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 6 | Série 1;3491.45072407;1168.17294080
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 7 | Série 1;4976.53634138;1142.19928683
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 8 | Série 1;8946.78440194;1117.11917835
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 9 | Série 1;2987.77273907;1021.89918265
Classe;47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;120000.00000000;430.67734636
Classe;47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;25500.00000000;1118.77174906
Classe;47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;1500.00000000;196.86083118
Classe;47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;10239.00000987;77.47863749
Classe;47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2025-06-30;Subclasse Senior Série 1;1183923.85941430;1431.68392260
Classe;47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;111593.09648483;1156.08521364
Classe;47.168.064/0001-60;VASTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.168.064/0001-60;VASTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00000000;0.00000000
Classe;47.168.064/0001-60;VASTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;0.00000000;0.00000000
Classe;47.168.064/0001-60;VASTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;102000.00000205;505.44381832
Classe;47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;11996.63914286;835.59954506
Classe;47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;6000.00000000;764.74829333
Classe;47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;10624.04144796;1302.89167901
Classe;47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;410420.91736595;3239.30186111
Classe;47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;1391042.56055172;1501.32677084
Classe;47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;23218.05080895;1021.83743770
Classe;47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;46597.42795581;1502.30810673
Classe;47.240.173/0001-40;CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;156702.40261417;1349.03698300
Classe;47.240.173/0001-40;CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;30824.77570407;1363.30624200
Classe;47.240.173/0001-40;CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;13746.60661925;2092.90904583
Classe;47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;26435.36283153;674.97602411
Classe;47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;111350.31364589;735.82376122
Classe;47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;16955.97239514;487.21945563
Classe;47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;17767.99999550;782.24434565
Classe;47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Senior Série 1;440.00000000;1074.36327273
Classe;47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;858220.13767480;100.92283666
Classe;47.280.025/0001-50;FIDC AGRO CAPITAL FINANCE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;240000.00000000;1093.92967046
Classe;47.280.025/0001-50;FIDC AGRO CAPITAL FINANCE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;283290.44859789;400.80052639
Classe;47.293.897/0001-52;SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;33097170.80000000;1.46000000
Classe;47.293.897/0001-52;SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;47.328.080/0001-72;AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;47.328.080/0001-72;AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;9955.08020303;1677.93703710
Classe;47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;10390.00000000;180.61000000
Classe;47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;44387312.51000000;1.49000000
Classe;47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;65752.05000000;1035.84000000
Classe;47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;47.410.122/0001-10;MÖBIUS VD TOTAL RETURN 1 - FIDC MULTICARTEIRA OUTROS - RESP LIMITADA;2025-06-30;Subclasse Senior Série 1;24285.48000000;1696.85000000
